Время,Тип,Путь,IP,Статус,Файлы,Энтропия,IOPS
2026-03-13T19:36:48.947334Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.944308Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.935673Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.933805Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.930678Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.922808Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.916409Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.913498Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.905185Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.897219Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.887717Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.882017Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.871328Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.863477Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.859504Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.850356Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.847866Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.844402Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.835071Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.831018Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.828326Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.824614Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.818790Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.816075Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.813463Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.811305Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.808049Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.804288Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.802507Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.799791Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.796643Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.794561Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.792320Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.788659Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.785268Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.783376Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.777439Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.775757Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.767475Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.765189Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.756247Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.754259Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.751804Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.749363Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.747028Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.737905Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.734660Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.728427Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.726455Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.722793Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.720843Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.718823Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.715517Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.710173Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.705003Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.702583Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.700438Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.694619Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.687644Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.684971Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.681148Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.678859Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.671805Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.669378Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.666453Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.664176Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.659455Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.647407Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.643012Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.636878Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.633495Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.631756Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.627994Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.625047Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.614685Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.611606Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.608283Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.600405Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.594261Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.591213Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.587995Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.585745Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.583740Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.581465Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.578485Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.576347Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.573043Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.571300Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.568841Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.566574Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.559982Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.551345Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.543817Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.535625Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.533192Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.528534Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.525474Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.522426Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.515606Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.512721Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.509685Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.500218Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.484281Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.475975Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.471608Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.469170Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.467106Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.464073Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.462006Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.459425Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.455092Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.452729Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.449515Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.446844Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.443529Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.435632Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.433293Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.431243Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.428896Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.425289Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.416846Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.410270Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.405133Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.402126Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.399464Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.397127Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.395201Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.392280Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.388766Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.382710Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.380418Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.378658Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.371209Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.368518Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.361716Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.359766Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.350184Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.348019Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.337223Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.330996Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.326923Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.318822Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.312212Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.307584Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.304356Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.302486Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.299588Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.293010Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.288519Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.285643Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.283557Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.280165Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.276625Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.268018Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.262164Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.252809Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.251086Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.248140Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.246234Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.243987Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.239292Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.232901Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.222952Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.220785Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.218322Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.215767Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.208524Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.204306Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.201220Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.198798Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.195842Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.192964Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.189247Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.185599Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.183217Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.175952Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.166966Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.158729Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.154900Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.151762Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.149154Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.146588Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.143749Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.138932Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.136726Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.134533Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.131387Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.128319Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.120347Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.117309Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.115245Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.108507Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.104674Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.101754Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.099746Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.097156Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.094931Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.092206Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.083243Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.079382Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.076861Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.071906Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.065684Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.058476Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.052445Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.045275Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.042087Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.036759Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.034894Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.032495Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.029221Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.025396Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:48.005682Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.986987Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.969164Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.966244Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.958869Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.950083Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.942896Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.939137Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.936230Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.933497Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.924736Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.921391Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.919331Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.915287Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.910931Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
2026-03-13T19:36:47.907922Z,honeypot,/mnt/data/shares/public,unknown,new,"!~rng_y6yx0nvv.doc",,
